age,is_male,edu,income,househd_size,is_white,is_black,is_asian,is_hispanic,has_children,has_elders,has_special_needs,has_pets,house_single_fam,house_condo,house_mobile,house_wood,house_brick,is_owner,has_insurance,coast_dist,use_tv_radio,tv_radio_storm_damage,tv_radio_casualty,tv_radio_road_traffic,tv_radio_preparation,tv_radio_people_stay,tv_radio_people_leave,use_social_media,social_media_storm_damage,social_media_storm_strength,social_media_preparation,social_media_people_stay,social_media_people_leave,social_media_road_traffic,friends_suggest_stay,friends_suggest_evac,neighbors_stay,neighbors_evac,harvey_influence,has_prev_exp,prev_decision_evac,prev_decision_stay,prev_decision_regret,prev_decision_no_regret,received_evac_notice,no_evac_notice,received_mandatory,received_voluntary,received_stay_notice,no_stay_notice,risk_of_stay,risk_of_evac,wind_risk_to_safety,wind_risk_to_property,flood_risk_to_safety,flood_risk_to_property,evac_difficulty_special_needs,evac_difficulty_expense,evac_difficulty_elders,evac_difficulty_no_place,evac_difficulty_job_obligation,evac_difficulty_pets,evac_difficulty_children,evac_difficulty_no_transport
24,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,4,2,5,5,2,5,1,5,3,1,1,5,5,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,5,1,4,4,1,1,0,0,0,0,0,0,0,0
35,0,3,3,3,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,3,1,4,5,4,5,5,5,1,3,3,3,2,3,2,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,5,5,5,5,5,5,0,0,0,0,0,0,0,0
38,0,2,1,3,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,5,1,5,5,5,5,5,2,1,2,5,2,2,5,5,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,5,2,5,5,5,5,0,1,0,1,0,1,1,0
59,1,2,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,5,5,3,4,4,4,1,4,4,3,3,3,2,0,0,1,0,2,2,0,0,0,0,0,1,0,0,0,1,3,3,5,5,5,5,1,1,1,1,0,0,0,0
68,1,2,3,2,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,5,4,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,0,0,5,1,5,4,3,3,0,1,0,0,0,1,0,0
24,0,2,1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,4,2,3,2,2,4,1,4,5,3,2,4,3,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,3,2,2,4,1,2,0,0,0,0,0,0,0,0
30,0,1,2,4,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,5,1,5,2,4,4,3,5,1,4,3,3,3,3,4,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,3,2,4,3,3,3,0,1,0,1,0,0,1,0
23,1,2,0,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1,4,2,4,5,2,5,1,1,4,2,1,1,1,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,2,1,1,2,1,1,0,1,0,1,0,1,0,1
24,0,2,2,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,5,2,4,5,3,3,1,2,4,5,5,4,5,1,0,1,0,1,2,0,0,0,0,1,0,0,1,0,1,4,5,5,4,5,5,0,1,0,0,0,1,0,0
29,1,2,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2,1,2,2,2,2,1,2,2,3,2,2,2,1,0,1,0,-1,1,0,1,0,1,0,0,0,0,1,0,3,3,2,3,2,2,0,0,0,0,1,0,0,0
64,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,4,4,4,3,4,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,3,2,4,4,3,4,0,0,0,0,0,0,0,0
26,1,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,5,1,5,2,5,5,3,5,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
23,1,2,1,7,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,3,4,4,5,3,5,1,4,5,5,3,4,4,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,3,2,3,4,4,4,0,1,1,0,0,1,0,0
48,0,3,3,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2,1,3,3,3,3,3,3,1,4,4,4,4,4,4,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,2,4,2,2,1,1,0,1,0,0,0,1,0,0
73,1,1,1,3,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,2,1,3,2,3,5,3,3,1,3,2,2,3,2,4,0,1,1,0,3,1,0,1,0,1,0,1,0,0,1,0,4,3,3,4,4,5,0,1,1,1,0,1,1,0
30,1,2,2,5,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,3,3,4,4,3,4,1,4,4,5,4,5,4,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,4,3,3,3,5,5,0,0,1,0,0,1,0,1
23,0,3,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,1,5,3,4,5,3,5,1,5,5,5,3,5,4,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,2,1,2,3,2,2,0,0,0,0,0,0,0,0
29,0,3,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,5,3,5,5,3,5,1,5,5,5,5,5,5,0,1,0,0,1,2,0,0,0,0,1,0,0,1,0,0,3,5,5,5,5,5,0,0,0,0,1,0,0,0
38,0,2,2,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,5,1,4,1,2,2,2,3,1,3,4,4,4,4,2,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,3,3,4,4,1,1,0,1,0,1,0,1,0,0
39,1,3,3,4,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,3,1,4,3,3,3,3,4,1,3,3,5,4,3,4,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,3,3,3,3,2,2,0,0,0,0,0,1,1,0
50,0,3,2,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,1,5,5,5,5,5,5,1,5,5,5,5,5,2,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,5,4,4,5,4,5,0,1,0,1,0,1,0,0
39,0,2,2,2,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,5,1,4,3,4,4,3,4,1,5,5,3,2,2,3,0,1,0,1,2,1,0,1,0,1,0,1,0,0,0,0,3,2,4,3,4,4,1,1,0,1,0,0,0,0
62,0,3,1,2,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,1,4,4,4,4,3,3,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,4,4,3,3,1,1,0,1,0,1,0,1,0,1
31,1,3,2,8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,4,1,4,2,4,5,3,3,1,4,4,5,3,3,4,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,3,2,4,4,2,2,0,1,1,1,0,0,1,0
26,0,3,2,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,5,1,5,3,5,5,4,4,1,4,4,4,3,4,4,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,4,2,4,2,2,1,0,1,0,0,1,0,1,0
53,1,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,5,5,5,5,2,5,1,5,5,5,2,5,5,0,1,0,1,4,2,0,0,0,0,0,1,0,0,0,1,5,5,5,5,1,1,0,1,0,0,0,0,0,0
25,1,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,4,1,5,2,5,3,1,5,1,5,3,5,5,5,5,0,1,0,1,2,1,1,0,0,1,1,0,0,1,1,0,5,5,4,5,5,5,0,1,0,1,1,0,1,1
32,0,3,3,6,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,4,3,4,3,4,3,1,3,4,3,4,5,4,0,1,0,1,2,1,1,0,0,1,1,0,0,1,0,1,5,2,4,3,4,3,0,0,0,0,0,1,1,0
25,1,4,2,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,1,3,2,3,4,3,4,1,4,4,4,4,4,5,0,1,0,1,-1,1,1,0,0,1,0,1,0,0,0,1,4,4,4,4,4,4,0,1,0,0,1,0,0,0
30,0,3,4,3,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,5,2,5,5,5,5,1,5,5,5,5,5,5,1,0,1,0,4,1,0,1,1,0,1,0,0,1,0,1,3,4,5,5,5,5,0,1,0,0,0,1,0,0
27,0,3,1,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,3,1,4,2,1,5,2,3,1,4,5,3,3,3,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,3,2,3,4,2,3,0,1,0,1,0,1,0,0
41,0,4,3,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,1,3,2,4,4,3,4,0,0,0,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,1,0,0,1,0,3,5,2,1,2,4,0,1,0,0,1,0,0,0
31,0,2,0,4,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,3,1,5,1,5,5,5,5,1,5,5,4,4,4,5,0,1,1,0,2,1,0,1,0,1,0,1,0,0,1,0,5,3,4,5,1,2,0,1,0,1,0,0,1,0
22,1,1,4,3,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,3,1,4,3,5,5,3,4,1,5,5,4,2,5,4,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,4,5,4,5,5,4,0,1,0,1,0,1,0,0
48,0,3,4,3,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,2,2,4,5,2,4,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,1,0,1,0,0,0,1,2,2,2,2,4,4,0,0,0,0,0,0,0,0
22,0,2,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,3,2,4,2,3,3,1,3,3,3,3,3,2,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,2,2,2,3,2,3,0,1,0,1,0,1,0,0
60,0,3,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,3,2,3,3,2,2,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,2,3,2,2,1,1,0,1,0,0,0,1,0,0
29,0,3,3,4,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,2,1,3,2,3,3,2,3,1,4,4,4,4,3,3,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,2,2,3,3,3,3,0,1,0,1,1,1,1,1
34,1,4,3,3,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,5,2,4,5,4,3,1,4,4,4,4,4,4,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,3,4,3,4,4,4,1,1,0,0,0,1,1,0
36,0,4,2,3,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,5,1,5,1,5,5,4,2,1,5,5,5,5,3,5,1,0,1,0,2,1,0,1,0,1,1,0,0,1,0,1,2,4,3,3,1,2,0,1,0,1,0,0,0,0
69,1,4,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,2,3,2,2,2,2,0,1,0,0,0,1,0,0
38,1,3,3,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,3,1,5,3,3,2,3,5,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,5,2,5,4,1,1,0,1,0,0,0,1,0,0
34,1,4,3,4,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,5,1,5,2,4,3,1,4,1,4,5,2,1,3,2,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,5,1,5,5,2,5,0,1,0,1,0,1,0,0
32,0,3,4,3,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,4,2,5,4,2,3,1,3,3,4,3,2,4,1,0,1,0,-2,1,0,1,0,1,0,1,0,0,0,0,3,2,2,3,2,3,0,0,0,0,0,0,0,0
25,0,3,3,2,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4,1,5,4,4,5,3,4,1,4,4,4,3,4,4,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,3,3,3,3,1,1,0,0,0,0,0,0,0,0
19,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,5,5,5,4,5,5,1,3,3,3,3,3,3,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,0,3,3,3,2,2,3,0,1,1,1,1,0,0,1
19,1,2,0,4,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,5,1,5,2,5,5,2,5,1,4,5,5,2,4,5,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,2,3,4,4,2,2,0,1,0,0,0,0,0,0
28,1,2,2,3,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,4,2,5,5,2,5,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,1,0,1,0,0,1,0,3,3,4,4,4,1,0,1,0,0,0,0,1,0
24,0,2,1,3,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,5,2,4,5,3,5,1,2,5,3,4,5,5,1,0,1,0,2,1,1,0,0,1,0,0,0,0,0,0,3,4,5,5,2,2,0,1,1,1,0,1,0,0
30,0,2,1,6,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,1,4,1,4,4,3,3,1,5,5,5,5,5,5,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,3,3,3,2,2,2,0,0,0,0,1,1,1,0
30,0,2,2,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,4,2,2,2,2,4,1,4,4,5,3,3,3,0,1,0,1,2,1,1,0,1,0,1,0,0,0,0,1,4,3,4,4,3,3,0,1,0,1,1,0,1,0
69,0,2,1,6,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,2,1,4,3,3,4,3,3,1,3,3,3,2,3,3,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,4,4,3,4,3,3,0,1,1,0,1,1,0,0
24,0,1,3,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,4,2,3,3,4,1,4,4,3,3,4,3,0,1,0,0,2,2,0,0,0,0,1,0,0,1,0,0,3,2,4,3,3,3,0,0,0,0,0,0,0,0
46,0,1,3,2,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,1,4,2,4,4,3,5,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,2,4,2,3,2,2,0,1,0,0,0,1,0,0
21,0,1,4,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,5,2,5,5,4,4,1,5,5,5,5,5,5,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,3,2,3,4,2,2,0,0,0,0,0,0,0,0
30,0,2,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,4,3,5,3,3,3,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,1,0,1,0,0,0,0,4,2,5,5,1,1,0,1,1,1,1,1,0,0
33,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,1,2,3,2,4,3,3,1,4,4,3,3,4,4,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,2,2,2,3,3,2,0,0,1,0,0,1,0,0
20,0,2,0,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,1,5,3,4,4,1,5,1,5,5,3,2,3,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,3,3,3,2,3,2,0,1,0,1,1,1,0,0
35,1,3,2,5,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,5,1,5,3,4,4,4,4,1,3,3,4,3,4,2,1,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,3,4,4,4,3,4,1,1,0,0,0,0,0,1
45,0,4,3,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,1,3,1,5,5,3,4,1,4,5,5,3,3,5,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,4,2,4,4,1,1,0,0,0,0,0,1,0,0
36,0,4,0,9,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,2,1,3,3,3,3,3,5,1,3,3,4,2,5,3,0,1,0,1,2,1,0,1,1,0,1,0,1,0,0,1,3,3,3,3,3,3,0,1,0,0,1,0,0,0
25,1,3,3,2,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,5,3,4,2,4,3,1,4,5,2,4,5,5,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,3,2,3,4,1,1,0,1,0,1,1,1,0,0
21,0,1,2,3,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,2,1,5,2,5,4,2,5,1,5,5,5,3,5,5,0,1,0,0,4,1,0,1,0,1,1,0,0,1,0,1,3,2,4,4,3,3,0,1,0,1,1,1,1,0
34,1,2,3,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,4,1,3,2,4,1,2,5,1,5,5,5,5,5,5,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,5,2,4,4,4,4,0,0,0,0,1,1,0,0
42,0,3,1,3,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,1,3,2,4,5,3,3,1,4,5,3,3,3,5,1,0,1,0,-2,1,1,0,1,0,0,1,0,0,1,0,2,3,4,4,4,4,0,1,1,1,0,1,0,0
53,1,3,3,5,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,5,5,4,3,4,5,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,1,0,1,0,0,0,1,5,3,5,3,5,3,0,1,0,0,0,1,0,0
